id,level,kind,lesson,number,title,reading,meaning_vi,page,status,reason,example_field_nonempty,raw_has_reibun,raw_bullets,raw_preview
N2-vocab-0085,N2,vocab,第9 課:81~90,85,頂上,ちょうじょう,"Đỉnh (dốc, núi,...)",28,OK,raw_例文,NO,YES,2,"ちょうじょう 意味 一番高いところ。 頂上 例文 ・ファンシパン山の頂上からの景色は最高だよ! Đỉnh (dốc, núi,...) 関連語彙 いただ • 頂 き"
N2-vocab-0086,N2,vocab,第9 課:81~90,86,節約,せつやく,Tiết kiệm,28,OK,raw_例文,NO,YES,4,せつやく 意味 お金を貯めるために無駄に使わないこと 節約 例文 ・生活費の節約 Tiết kiệm ・電気や水を節約する。 関連語彙 ろうひ 対: を浪費 (を)する 使い分け せつやく • 節約 : お金以外にも けんやく • 倹約 : お金だけ
N2-vocab-0087,N2,vocab,第9 課:81~90,87,苦情,くじょう,"Than phiền, phàn nàn",29,OK,raw_例文,NO,YES,4,"くじょう 意味 自分以外が原因で、困っていることをいうこと 苦情 例文 Than phiền, phàn nàn ・近所が毎晩うるさいので苦情を言った。 使い分け もんく • 文句 : 気に入らないので、文句を言う(被害がなくても) くじょう • 苦情 : 困っていることをいう (被害があった) • クレーム: お客さんによるクレーム (払い戻し、返品など)"
N2-vocab-0088,N2,vocab,第9 課:81~90,88,名所,めいしょ,Nơi nổi tiếng,29,OK,raw_例文,NO,YES,1,めいしょ 意味 有名なところ 名所 例文 ・フエは古くからの名所が多い。 Nơi nổi tiếng
N2-vocab-0089,N2,vocab,第9 課:81~90,89,記憶,きおく,Kí ức,29,OK,raw_例文,NO,YES,1,きおく 意味 過去のことを覚えていること 記憶 例文 ・うーん。昨日店から出て、何したっけ。。記憶が 全くない...お酒を飲みすぎたな... Kí ức
N2-vocab-0090,N2,vocab,第9 課:81~90,90,不平,ふへい,Than phiền,29,OK,raw_例文,NO,YES,3,意味 ふへい 不平 ≒文句、ぐち ポイント _を鳴らす、_を並べる、_不満 例文 Than phiền ・ぶつぶつと不平を言う。 使い分け ふへい • 不平 : 口に出さなくてもいい。態度であわわすことも。 もんく • 文句 : うちに出していうこと。
N2-vocab-0091,N2,vocab,第10 課:91~100,91,限定,げんてい,Giới hạn,30,OK,raw_例文,NO,YES,3,Kiến thức げんてい 意味 その個数・期間しかないこと 限定 例文 Giới hạn ・アプリ会員限定価格! ・先着200名限定!
N2-vocab-0092,N2,vocab,第10 課:91~100,92,論戦,ろんせん,Tranh cãi,30,OK,raw_例文,NO,YES,1,ろんせん 意味 議論(話すこと)で戦うこと 論戦 例文 Tranh cãi ・昨日の政治家たちの論戦はかなり激しかった。
N2-vocab-0093,N2,vocab,第10 課:91~100,93,独特,どくとく,Độc đáo,30,OK,raw_例文,NO,YES,5,どくとく 意味 他にはない、その人・ものだけが持っていること 独特 _な人、雰囲気、考え、方法 ポイント 例文 Độc đáo ・一度見たら忘れられない独特な雰囲気の男だった。 使い分け • 独自: 独特より、もっと「自分しかない」「他とは違う」という意味が強い • 独特: 自分だけが持っている様子、特徴 ⇒ 独自の技術・方法で開発したアプリ。 ⇒ この国は独特の文化を持っている。
N2-vocab-0094,N2,vocab,第10 課:91~100,94,じたばた,,"Vùng vẫy, vật lộn",31,OK,raw_例文,NO,YES,1,"意味 ≒慌てる じたばた 例文 ・A「あぁ、テスト大丈夫かなぁ。落ちたかな...。」 Vùng vẫy, vật lộn B「まぁまぁ。今更じたばたしてもしょうがない よ。」"
N2-vocab-0095,N2,vocab,第10 課:91~100,95,役目,やくめ,"Vai trò, bổn phận",31,OK,raw_例文,NO,YES,2,"やくめ 意味 自分がやらなければならない事・立場(抽象的) 役目 ポイント _を果たす、を背負う 例文 ・子どもが20歳になって親としての役目は Vai trò, bổn phận 終わった。"
N2-vocab-0096,N2,vocab,第10 課:91~100,96,最寄り,もより,Gần nhất,31,OK,raw_例文,NO,YES,2,も よ 意味 最も(一番)近い 最寄 り _の駅、交番→場所 ポイント 例文 Gần nhất ・最寄りの駅まで徒歩10分くらいです。 ・財布を拾ったので、最寄りの交番に届ける。
N2-vocab-0097,N2,vocab,第10 課:91~100,97,解約,かいやく,Huỷ hợp đồng,31,OK,raw_例文,NO,YES,2,・財布を拾ったので、最寄りの交番に届ける。 かいやく 意味 契約を取り消すこと 解約 ポイント 契約を_する Huỷ hợp đồng 例文 ・ケータイ代が高すぎるので来月解約することにした。
N2-vocab-0098,N2,vocab,第10 課:91~100,98,演説,えんぜつ,Diễn thuyết,31,OK,raw_例文,NO,YES,1,えんぜつ 意味 大勢の前で自分の意見を話すこと 演説 例文 Diễn thuyết ・オバマ大統領の演説は素晴らしい。
N2-vocab-0099,N2,vocab,第10 課:91~100,99,点検,てんけん,Bảo dưỡng,31,OK,raw_例文,NO,YES,1,意味 悪い所や異常がないかを一つ一つしっかり検査する てんけん 点検 こと ポイント 施設、エレベーター、車、パソコン+___ 例文 Bảo dưỡng ・安全のために一年に一回は車の点検をしてください。
N2-vocab-0100,N2,vocab,第10 課:91~100,100,地元,じもと,Địa phương,32,OK,raw_例文,NO,YES,4,じもと 意味 長く居住している(していた)所 地元 店、有名な人 ポイント 例文 Địa phương ・親元から離れたくないので、地元の会社で働きたい。 ・あの政治家は地元の声に耳を傾けている。 使い分け • 出身地、故郷: 生まれたところ、硬い言葉 • 地元: 生まれ育ったor 長く住んでいるところ(愛着がある)
N2-vocab-0101,N2,vocab,第11 課:101~110,101,敏感,びんかん,"Nhạy cảm, mẫn cảm",33,OK,raw_例文,NO,YES,2,"Kiến thức びんかん 意味 少しの変化でもすぐに感じ取ること 敏感 例文 Nhạy cảm, mẫn cảm ・新聞記者は社会の変化に敏感でなければならない。 ・敏感な肌/話"
N2-vocab-0102,N2,vocab,第11 課:101~110,102,保存,ほぞん,"Lưu, save file/Bảo quản",33,OK,raw_例文,NO,YES,3,"ほぞん 意味 そのままの状態に保つこと 保存 例文 Lưu, save file/Bảo quản ・パソコンにデータを保存する。 ・美味しくて長期保存ができる食料 ・冷凍保存"
N2-vocab-0103,N2,vocab,第11 課:101~110,103,日課,にっか,Thói quen hàng ngày,33,OK,raw_例文,NO,YES,2,・冷凍保存 にっか 意味 毎日決まってる仕事 日課 例文 ・最近は家に帰ってすぐお花に水をあげるのが Thói quen hàng ngày 日課です。
N2-vocab-0104,N2,vocab,第11 課:101~110,104,油断,ゆだん,"Cẩu thả, lơ là",34,OK,raw_例文,NO,YES,2,"ゆだん 意味 大したことないでしょ、と気を緩む 油断 例文 Cẩu thả, lơ là ・一瞬の油断が大きな事故につながることがある。 ・あの人は内心何を考えているかわからない、油断 できない人だ。 ⇔いつ裏切られるかわからないあ"
N2-vocab-0105,N2,vocab,第11 課:101~110,105,分担,ぶんたん,Phân chia công việc,34,OK,raw_例文,NO,YES,4,⇔いつ裏切られるかわからないあ ぶんたん 意味 仕事などを分けて負担すること 分担 Phân chia công việc 例文 ・同僚と仕事を分担して仕事を進めている。 ・役割分担しましょう! 使い分け 役目: 具体的 ✕ • ⇒ 親の役目 • 役割: 具体的 ⇒ 仕事の役割
N2-vocab-0106,N2,vocab,第11 課:101~110,106,同情,どうじょう,Đồng cảm,34,OK,raw_例文,NO,YES,2,⇒ 仕事の役割 どうじょう 意味 私が相手の気持ちになる「ー」のことだけ 同情 例文 Đồng cảm ・苦しんでいる人々に同情する。 ・被害者に同情 {○する/✕だ}。
N2-vocab-0107,N2,vocab,第11 課:101~110,107,初歩,しょほ,Đánh giá/Có tiếng,34,OK,raw_例文,NO,YES,2,・被害者に同情 {○する/✕だ}。 しょほ 意味 習い始め 初歩 ポイント 「的」とよくセットで使う 例文 ・もう入社してから3 年も経ったのに、いつも初歩的な Đánh giá/Có tiếng ミスをしてしまう。 ⇒ ここでは、新入社員がやるようなミス
N2-vocab-0108,N2,vocab,第11 課:101~110,108,本物,ほんもの,Đồ thật,35,OK,raw_例文,NO,YES,2,ほんもの 意味 偽物や作り物ではない 本物 ポイント ⇔偽物 例文 ・本物と思って買ったシャネルのバッグは偽物 Đồ thật だった。 ・評判のいい店が探せて嬉しい! 関連語彙 にせもの 類: 偽物
N2-vocab-0109,N2,vocab,第11 課:101~110,109,あこがれ,,"Ao ước, ngưỡng mộ",35,OK,raw_例文,NO,YES,2,"意味 強く心がひかれるその人のようになりたいと思う。 あこがれ 例文 Ao ước, ngưỡng mộ ・マイさんは私にとってあこがれの存在だ。 ・DaLat に住むことが私のあこがれだ。"
N2-vocab-0110,N2,vocab,第11 課:101~110,110,転勤,てんきん,Chuyển công tác,35,OK,raw_例文,NO,YES,1,てんきん 意味 (遠いところに)勤務地が変わること 転勤 例文 Chuyển công tác ・ハノイからホーチミンへ転勤することになった。
N2-vocab-0111,N2,vocab,第12 課:111〜120,111,栽培,さいばい,Trồng trọt,36,OK,raw_例文,NO,YES,1,Kiến thức さいばい 意味 食べ物、植物を植えて育てること 栽培 例文 ・ミニトマトを栽培する Trồng trọt
N2-vocab-0112,N2,vocab,第12 課:111〜120,112,動揺,どうよう,Bất an,36,OK,raw_例文,NO,YES,1,意味 不安な気持ち どうよう ポイント 動揺 心が揺れる(不安) _が激しい、する、しない 例文 ・面接で思わぬことを聞かれて動揺し、うまく Bất an 答えられなかった。
N2-vocab-0113,N2,vocab,第12 課:111〜120,113,かかりつけ,,"__cá nhân, gia đình",36,OK,raw_例文,NO,YES,1,"意味 いつもいく かかりつけ ポイント ≒行きつけ _の医者、病院 __cá nhân, gia đình 例文 ・私のかかりつけの病院を紹介します。"
N2-vocab-0114,N2,vocab,第12 課:111〜120,114,特殊,とくしゅ,Đặc biệt,36,OK,raw_例文,NO,YES,1,とくしゅ 意味 他とは違う。普通ではない。 特殊 Đặc biệt 例文 ・特殊な{職業/例}
N2-vocab-0115,N2,vocab,第12 課:111〜120,115,素材,そざい,Nguyên vật liệu,37,OK,raw_例文,NO,YES,1,⇒ 特殊なメーク 意味 もとになる材料 そざい 素材 例文 ・調味料をたくさん使った料理よりも素材の味を Nguyên vật liệu 活かした料理が好きです。
N2-vocab-0116,N2,vocab,第12 課:111〜120,116,充満,じゅうまん,Tràn đầy,37,OK,raw_例文,NO,YES,1,じゅうまん 意味 〜がある空間にいっぱいになること 充満 ポイント 煙、匂い、雰囲気_ 例文 ・A「なんかこの部屋焼肉のにおいが充満してるよ」 Tràn đầy B「あ、昼ご飯焼肉したんだけど換気扇回すの 忘れてた...!」
N2-vocab-0117,N2,vocab,第12 課:111〜120,117,信頼,しんらい,"Sự tin tưởng, tin cậy",37,OK,raw_例文,NO,YES,3,"しんらい 意味 信じて頼りにすること 信頼 Sự tin tưởng, tin cậy 例文 ・上司の信頼に応えて結果を出したい。 使い分け • 信頼: 主観的 根拠がなくても信頼はできる • 信用: 客観的 根拠が必要"
N2-vocab-0118,N2,vocab,第12 課:111〜120,118,尊重,そんちょう,Tôn trọng,37,OK,raw_例文,NO,YES,1,意味 価値があるものとして大切に扱うこと そんちょう 尊重 例文 ・人の意見を尊重する。 Tôn trọng
N2-vocab-0119,N2,vocab,第12 課:111〜120,119,初期,しょき,Thời gian đầu,38,OK,raw_例文,NO,YES,1,しょき 意味 初めの時期 初期 例文 ・ここにいるのが会社の初期メンバーです。 Thời gian đầu ≒立ち上げメンバー
N2-vocab-0120,N2,vocab,第12 課:111〜120,120,欠陥,けっかん,"Thiếu sót, lỗi",38,OK,raw_例文,NO,YES,2,"けっかん 意味 欠けて足りていないこと 欠陥 ポイント 部品の問題で事故などを起こしかねない 例文 ・新発売の車のブレーキに欠陥が見つかり、 Thiếu sót, lỗi 回収されることになった。 ポイント 物:商品、機械、建物、壁 ・製品に欠陥がある。"
N2-vocab-0121,N2,vocab,第13 課:121~130,121,評価,ひょうか,Đánh giá,39,OK,raw_例文,NO,YES,5,意味 価値を判断して決めること ひょうか 評価 ポイント _が高い・低い _をつける 例文 Đánh giá ・この映画、評判がいいらしいよ。 ・評判のいい店が探せて嬉しい! 使い分け • 批判: 客観的 否定のみ • 批評: 客観的 肯定+否定
N2-vocab-0122,N2,vocab,第13 課:121~130,122,診断,しんだん,Chẩn đoán,39,OK,raw_例文,NO,YES,2,意味 診て、判断すること しんだん 診断 どんな種類か判断 ポイント 性格__、健康__ 例文 Chẩn đoán ・健康診断を受ける ・診断結果は2 週間後にメールで送られる。 (おそっ!)
N2-vocab-0123,N2,vocab,第13 課:121~130,123,権利,けんり,Quyền lợi,40,OK,raw_例文,NO,YES,2,⇔ 義務 けんり ポイント 権利 例文 ・すべての国民には健康的な生活を送る権利がある。 Quyền lợi ≒資格 ポイント 例文 ・会社に入ったばかりのあなたに他人をああだこうだ 非難する権利はない。 関連語彙 類: 所有権、財産権
N2-vocab-0124,N2,vocab,第13 課:121~130,124,増大,ぞうだい,Tăng lên,40,OK,raw_例文,NO,YES,3,ぞうだい 意味 かなり増える 増大 例文 Tăng lên ・年金受給者の増大 使い分け • 増加: 少し増えるかなり増える • 増大: かなり大きくなるのみ
N2-vocab-0125,N2,vocab,第13 課:121~130,125,上達,じょうたつ,Đánh giá/Có tiếng,40,OK,raw_例文,NO,YES,1,じょうたつ 意味 上手になること 上達 ポイント ≒レベルアップ Đánh giá/Có tiếng 例文 ・語学上達のコツはその国の恋人を作ることです。
